Date,Link,OptionText
2021-11-25 06:35:43,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6869305208636264448,PM solution?? (still on excel)
2021-11-24 14:01:26,https://www.linkedin.com/feed/update/urn:li:ugcPost:6868838813926469632,happy for them
2021-11-23 15:52:20,https://www.linkedin.com/feed/update/urn:li:ugcPost:6868915472444755969,True
2021-11-23 10:34:43,https://www.linkedin.com/feed/update/urn:li:ugcPost:6868553709740142592,I still call Facebook Facebook
2021-11-23 10:34:24,https://www.linkedin.com/feed/update/urn:li:ugcPost:6868809835685695488,60 years - 65 years old
2021-11-23 06:26:43,https://www.linkedin.com/feed/update/urn:li:ugcPost:6868790729880272896,Europe
2021-11-22 13:56:30,https://www.linkedin.com/feed/update/urn:li:ugcPost:6866668225871048704,100% Zdalnie
2021-11-21 08:32:32,https://www.linkedin.com/feed/update/urn:li:ugcPost:6867399901051920384,Praca zdalna
2021-11-18 16:02:25,https://www.linkedin.com/feed/update/urn:li:ugcPost:6867094838186147840,Other- Explain the comments
2021-11-15 10:21:50,https://www.linkedin.com/feed/update/urn:li:ugcPost:6864461704164716544,The ease of an eBook reader?
2021-11-13 16:19:45,https://www.linkedin.com/feed/update/urn:li:ugcPost:6864267686717857792,Google
2021-11-12 12:56:14,https://www.linkedin.com/feed/update/urn:li:ugcPost:6864720489865203712,Yes
2021-11-12 12:56:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:6864829796673695745,Отсутствие проф. роста
2021-11-11 12:11:08,https://www.linkedin.com/feed/update/urn:li:ugcPost:6864491241984339969,Tak
2021-11-10 11:20:15,https://www.linkedin.com/feed/update/urn:li:ugcPost:6864124110528671744,Tak
2021-11-10 08:49:32,https://www.linkedin.com/feed/update/urn:li:ugcPost:6864112383565082624,Raz na rok
2021-11-10 08:22:44,https://www.linkedin.com/feed/update/urn:li:ugcPost:6863601305966014464,No
2021-11-08 14:50:06,https://www.linkedin.com/feed/update/urn:li:ugcPost:6863436435253473280,Fully Remote
2021-11-05 14:10:15,https://www.linkedin.com/feed/update/urn:li:ugcPost:6862069122763685888,Healthcare
2021-11-02 12:29:09,https://www.linkedin.com/feed/update/urn:li:ugcPost:6861217990919159808,I don't see the point
2021-10-31 13:26:47,https://www.linkedin.com/feed/update/urn:li:ugcPost:6860556132021219328,Effort
2021-10-23 15:43:19,https://www.linkedin.com/feed/update/urn:li:ugcPost:6857425266529202178,1 - 3 Years
2021-10-23 15:42:55,https://www.linkedin.com/feed/update/urn:li:ugcPost:6857651430724136960,BACK
2021-10-23 06:46:05,https://www.linkedin.com/feed/update/urn:li:groupPost:35313-6857409434293944320,10 years or longer
2021-10-21 15:35:54,https://www.linkedin.com/feed/update/urn:li:ugcPost:6856938533542776833,Nope
2021-10-20 14:50:44,https://www.linkedin.com/feed/update/urn:li:ugcPost:6856591514672357376,Oui
2021-10-20 10:46:23,https://www.linkedin.com/feed/update/urn:li:ugcPost:6856441064111276032,30 Days
2021-10-15 17:00:44,https://www.linkedin.com/feed/update/urn:li:ugcPost:6854795996212314112,Enjoying music/podcasts/videos
2021-10-07 16:31:59,https://www.linkedin.com/feed/update/urn:li:ugcPost:6851858149914247169,LinkedIn
2021-10-05 08:24:32,https://www.linkedin.com/feed/update/urn:li:ugcPost:6850779109409222656,Coffee
2021-10-03 11:04:41,https://www.linkedin.com/feed/update/urn:li:ugcPost:6849978498258407424,Додає в список терпил
2021-09-20 13:33:38,https://www.linkedin.com/feed/update/urn:li:ugcPost:6845604367849009152,No
2021-09-15 15:31:09,https://www.linkedin.com/feed/update/urn:li:ugcPost:6843834532957888512,Никогда
2021-09-09 07:48:25,https://www.linkedin.com/feed/update/urn:li:ugcPost:6841349747362594817,😎 Вільна (Upper/Advanced)
2021-08-30 17:55:37,https://www.linkedin.com/feed/update/urn:li:ugcPost:6838025211728674816,Slow Growth
2021-08-30 17:55:17,https://www.linkedin.com/feed/update/urn:li:ugcPost:6838049697458900992,1-2
2021-08-27 17:37:59,https://www.linkedin.com/feed/update/urn:li:ugcPost:6837031181528133632,YES
2021-08-25 14:16:48,https://www.linkedin.com/feed/update/urn:li:ugcPost:6836255408236093440,Так
2021-08-20 05:14:09,https://www.linkedin.com/feed/update/urn:li:groupPost:35313-6834192622668656641,No
2021-08-13 22:00:55,https://www.linkedin.com/feed/update/urn:li:ugcPost:6831938733160374272,Только если это безопасно
2021-08-13 09:31:33,https://www.linkedin.com/feed/update/urn:li:ugcPost:6831868990286032896,"Да, это ок"
2021-08-12 08:18:09,https://www.linkedin.com/feed/update/urn:li:ugcPost:6831253116407578624,Yes.
2021-08-02 13:08:02,https://www.linkedin.com/feed/update/urn:li:ugcPost:6827832851610783744,no
2021-08-02 08:28:55,https://www.linkedin.com/feed/update/urn:li:ugcPost:6827831150854123520,Tak👍
2021-08-02 08:28:35,https://www.linkedin.com/feed/update/urn:li:ugcPost:6827863424375042048,Tak
2021-07-31 21:12:45,https://www.linkedin.com/feed/update/urn:li:ugcPost:6826692242242080768,Yes
2021-07-31 21:12:34,https://www.linkedin.com/feed/update/urn:li:ugcPost:6827259021515337728,No
2021-07-29 19:24:46,https://www.linkedin.com/feed/update/urn:li:ugcPost:6826464725581254656,Daycare in/close to the office
2021-07-29 14:37:33,https://www.linkedin.com/feed/update/urn:li:ugcPost:6826421104383463426,"Tak, ale..."
2021-07-28 19:51:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:6826125862878941184,ні
2021-07-28 09:16:09,https://www.linkedin.com/feed/update/urn:li:ugcPost:6824082940243267584,Bean to Cup machine
2021-07-28 05:48:18,https://www.linkedin.com/feed/update/urn:li:ugcPost:6825764423181840384,Вся жизнь - забитий календар🤡
2021-07-26 09:50:12,https://www.linkedin.com/feed/update/urn:li:ugcPost:6824011987312275456,Working on Personal Projects
2021-07-26 09:49:40,https://www.linkedin.com/feed/update/urn:li:ugcPost:6825348740803555328,краще чесно відмовити
2021-07-18 17:09:10,https://www.linkedin.com/feed/update/urn:li:ugcPost:6822146550584766464,I can work from home
2021-07-18 17:03:54,https://www.linkedin.com/feed/update/urn:li:ugcPost:6820366500512178176,Да
2021-07-18 11:51:15,https://www.linkedin.com/feed/update/urn:li:ugcPost:6821118576972324864,Paper.
2021-07-18 11:50:28,https://www.linkedin.com/feed/update/urn:li:ugcPost:6821105248107679744,No- Do you
2021-07-15 07:26:42,https://www.linkedin.com/feed/update/urn:li:ugcPost:6821026034729803776,No
2021-07-12 18:24:07,https://www.linkedin.com/feed/update/urn:li:ugcPost:6820347584046071808,Yes/ I don’t have tattoos
2021-07-05 13:17:35,https://www.linkedin.com/feed/update/urn:li:ugcPost:6817727047591444480,No
2021-07-04 18:17:06,https://www.linkedin.com/feed/update/urn:li:ugcPost:6817303796805320704,Hot Coffee ☕
2021-07-02 13:19:52,https://www.linkedin.com/feed/update/urn:li:ugcPost:6816358839646990336,"As a male, no"
2021-07-01 10:45:08,https://www.linkedin.com/feed/update/urn:li:ugcPost:6816284094570213376,Tylko LinkedIn
2021-06-26 07:03:58,https://www.linkedin.com/feed/update/urn:li:groupPost:35313-6814276379954167808,Europe
2021-06-17 08:23:03,https://www.linkedin.com/feed/update/urn:li:groupPost:37631-6811201955508101120,Tuesday
2021-06-10 14:11:51,https://www.linkedin.com/feed/update/urn:li:ugcPost:6808712955518181376,Family
2021-06-09 15:23:41,https://www.linkedin.com/feed/update/urn:li:ugcPost:6808392386654347264,Scotland
2021-06-07 09:41:45,https://www.linkedin.com/feed/update/urn:li:ugcPost:6807533773870133248,No. Waste of time
2021-06-07 09:41:13,https://www.linkedin.com/feed/update/urn:li:ugcPost:6807563628062015488,Outsource
2021-05-31 13:46:15,https://www.linkedin.com/feed/update/urn:li:ugcPost:6804441668503379968,The CMO
2021-05-29 09:15:32,https://www.linkedin.com/feed/update/urn:li:ugcPost:6804320493718556672,No
2021-05-27 13:08:50,https://www.linkedin.com/feed/update/urn:li:ugcPost:6803214689082843136,"A little bit of both, please"
2021-05-26 11:52:37,https://www.linkedin.com/feed/update/urn:li:groupPost:37631-6803275352736198656,Tools play a critical role.
2021-05-26 06:01:03,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6803133257404715008,Product Based
2021-05-23 20:45:53,https://www.linkedin.com/feed/update/urn:li:ugcPost:6801417458184982528,Inne
2021-05-23 12:42:28,https://www.linkedin.com/feed/update/urn:li:ugcPost:6801763055366635520,Гибридный
2021-05-21 12:52:35,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6801463245161934848,Performance
2021-05-20 16:00:10,https://www.linkedin.com/feed/update/urn:li:groupPost:35313-6801140254507089920,Scope Creep
2021-05-12 07:39:48,https://www.linkedin.com/feed/update/urn:li:ugcPost:6797797868229980160,No
2021-05-07 08:18:53,https://www.linkedin.com/feed/update/urn:li:ugcPost:6796311751186006016,BRUTAL TRUTH
2021-05-07 08:16:19,https://www.linkedin.com/feed/update/urn:li:ugcPost:6796303264016084992,Spanish
2021-05-06 13:29:06,https://www.linkedin.com/feed/update/urn:li:ugcPost:6795721998753394689,Extremely important!
2021-05-06 13:28:55,https://www.linkedin.com/feed/update/urn:li:ugcPost:6796045841762189312,Yes.
2021-05-03 07:50:49,https://www.linkedin.com/feed/update/urn:li:groupPost:35313-6794514175625326592,Completed the training only
2021-04-17 17:24:52,https://www.linkedin.com/feed/update/urn:li:ugcPost:6789194471352401920,It’s not easy
2021-04-12 18:39:16,https://www.linkedin.com/feed/update/urn:li:ugcPost:6787212334050926592,TAK
2021-04-12 18:38:50,https://www.linkedin.com/feed/update/urn:li:ugcPost:6787412307862466560,To some extent / Częściowo
2021-04-07 06:23:21,https://www.linkedin.com/feed/update/urn:li:ugcPost:6785264409460797440,👍 Положительно
2021-04-05 18:50:01,https://www.linkedin.com/feed/update/urn:li:ugcPost:6784890371479494656,Whole desk set-up
2021-04-01 16:31:17,https://www.linkedin.com/feed/update/urn:li:ugcPost:6783322620147363840,Знакомые/Друзья
2021-03-30 08:19:52,https://www.linkedin.com/feed/update/urn:li:ugcPost:6782419136552275968,JavaScript
2021-03-26 05:09:33,https://www.linkedin.com/feed/update/urn:li:ugcPost:6780439320315666432,on
2021-03-21 19:07:42,https://www.linkedin.com/feed/update/urn:li:groupPost:35313-6779311775612596224,PRINCE2 Practitioner
2021-03-13 07:28:31,https://www.linkedin.com/feed/update/urn:li:groupPost:35313-6776161595690115072,Just an Excel Sheet
2021-03-11 15:09:44,https://www.linkedin.com/feed/update/urn:li:groupPost:1818369-6775704412670181377,Cost savings
2021-03-10 15:12:16,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6775318709809627137,Safe
2021-02-16 08:31:09,https://www.linkedin.com/feed/update/urn:li:groupPost:2784738-6767273187798519808,Supportive
2021-02-02 20:06:08,https://www.linkedin.com/feed/update/urn:li:ugcPost:6762439126168948736,"Yes, I will shop in-person."
2021-01-18 17:36:08,https://www.linkedin.com/feed/update/urn:li:groupPost:1024087-6756972187636285440,Yes
2021-01-18 11:50:15,https://www.linkedin.com/feed/update/urn:li:ugcPost:6756897599476772865,Your Company Culture
2021-01-18 11:49:55,https://www.linkedin.com/feed/update/urn:li:ugcPost:6756895104054779904,No
2021-01-16 12:59:10,https://www.linkedin.com/feed/update/urn:li:groupPost:2784738-6755349124331163648,No
2021-01-06 08:11:04,https://www.linkedin.com/feed/update/urn:li:ugcPost:6752184006390902786,Biggest Pain points
2020-12-21 20:53:26,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6746022118569451520,Be able to sustain change
2020-12-15 08:25:45,https://www.linkedin.com/feed/update/urn:li:ugcPost:6744494757801734144,Work/ life balance
2020-12-11 11:37:39,https://www.linkedin.com/feed/update/urn:li:ugcPost:6742865297927135233,Other
2020-12-08 09:13:25,https://www.linkedin.com/feed/update/urn:li:ugcPost:6741984861789138944,Other
2020-12-04 08:34:14,https://www.linkedin.com/feed/update/urn:li:ugcPost:6739793009082298368,Agree
2020-11-10 07:36:23,https://www.linkedin.com/feed/update/urn:li:groupPost:1818369-6731649798912438272,💭Culture is more important
2020-11-04 09:17:36,https://www.linkedin.com/feed/update/urn:li:ugcPost:6729478987799756800,IM & messaging
2020-10-22 08:12:10,https://www.linkedin.com/feed/update/urn:li:ugcPost:6724390568778194944,Flexible manufacturing
2020-10-20 17:46:38,https://www.linkedin.com/feed/update/urn:li:ugcPost:6724321167806619648,Using PM s/w and it's great
2020-10-19 10:33:03,https://www.linkedin.com/feed/update/urn:li:ugcPost:6723317503168155648,I use password manager
2020-09-30 10:31:20,https://www.linkedin.com/feed/update/urn:li:ugcPost:6716782392343957504,Robotic Process Automation
2020-09-22 09:51:10,https://www.linkedin.com/feed/update/urn:li:ugcPost:6711666238222946305,Use mobile banking apps
2020-09-02 16:34:21,https://www.linkedin.com/feed/update/urn:li:ugcPost:6705122706238566400,Done it - wast of time
2020-08-30 16:03:44,https://www.linkedin.com/feed/update/urn:li:ugcPost:6705801044527517696,Meeting new people
2020-08-28 20:06:10,https://www.linkedin.com/feed/update/urn:li:ugcPost:6704352856041897984,Significant event (pandemic)
2020-08-18 21:13:14,https://www.linkedin.com/feed/update/urn:li:groupPost:35313-6701537212246446080,Can you see my screen?
2020-08-14 09:48:59,https://www.linkedin.com/feed/update/urn:li:ugcPost:6699762972685852673,people work less
2020-08-11 19:10:30,https://www.linkedin.com/feed/update/urn:li:ugcPost:6698935881513877504,"No, we halted them"
2020-07-23 18:42:48,https://www.linkedin.com/feed/update/urn:li:ugcPost:6692027180228083712,Success of Delivered Projects
2020-07-15 14:42:41,https://www.linkedin.com/feed/update/urn:li:ugcPost:6689144944591949824,Trained but not using
2020-06-25 09:33:59,https://www.linkedin.com/feed/update/urn:li:ugcPost:6681226704981106688,Only to limited extent
2020-06-17 11:04:48,https://www.linkedin.com/feed/update/urn:li:ugcPost:6678968975738617856,Handling Difficult People
2020-06-13 06:24:36,https://www.linkedin.com/feed/update/urn:li:ugcPost:6677184839994617856,Distraction at Home
2020-05-31 12:17:41,https://www.linkedin.com/feed/update/urn:li:ugcPost:6671622445180493824,Watch
2020-05-23 07:11:14,https://www.linkedin.com/feed/update/urn:li:ugcPost:6668802007463149568,A good idea
2020-05-23 07:10:42,https://www.linkedin.com/feed/update/urn:li:ugcPost:6669272112928309248,No
2020-05-15 12:26:21,https://www.linkedin.com/feed/update/urn:li:ugcPost:6666854095183343616,Often (weekly)
